Era,Name,Notes,Length,File Date,Leak Date,Type,Available,Quality,Link(s)
Piss In The Wind,LOVE YOU LESS (Live Version),"Live Version of ""LOVE YOU LESS"". Performed at the Prudential Center in Newark, NJ.",?:??,,"Jun 16, 2026",Live Ver.,Full,Recording,Link Needed
Piss In The Wind,Sojourn (Live Version),"Live Version of ""Sojourn"". Performed at the Prudential Center in Newark, NJ.",?:??,,"Jun 16, 2026",Live Ver.,Full,Recording,Link Needed
Piss In The Wind,PIXELATED KISSES (Live Version),"Live Version of ""PIXELATED KISSES"". Performed at the Prudential Center in Newark, NJ.",?:??,,"Jun 16, 2026",Live Ver.,Full,Recording,Link Needed
Piss In The Wind,Ew x Sojourn,"OG Filename: Ew + Sojourn
Mashup used in a SOLARIS tour promotional video released on March 17th, 2026.
A full length mashup of the two tracks was never made however.",0:35,,"May 20, 2026",Mashup,OG File,Lossless,Link Needed
Piss In The Wind,Dissolve x Hotel California,"OG Filename: Dissolve + Hotel California
Mashup used in a SOLARIS tour promotional video released on May 20th, 2026.
A full length mashup of the two tracks was never made however.",0:36,,"May 20, 2026",Mashup,OG File,Lossless,Link Needed
Piss In The Wind,Glimpse of Us x PIXELATED KISSES,"OG Filename: Glimpse of Us + PIXELATED KISSES
Mashup used in a SOLARIS tour promotional video released on March 6th, 2026.
A full length mashup of the two tracks was never made however.",0:33,,"Mar 6, 2026",Mashup,OG File,Lossless,Link Needed
Piss In The Wind,"If It Only Gets Better (Interlude)
(prod. Wonton & Joji)","Interlude version made for the SOLARIS show in Newark, New Jersey.
Pretty much the same thing as the actual release.",1:15,,"Jun 16, 2026",Live Ver.,Full,High Quality,Link Needed
Piss In The Wind,"Rain On Me (Interlude)
(prod. Joji)","Interlude version made for the SOLARIS show in Newark, New Jersey.
This version doesn't have the second part / the outro like on SoundCloud.",2:25,,"Jun 16, 2026",Live Ver.,Full,High Quality,Link Needed
Piss In The Wind,"Reanimator (Interlude)
(prod. Reske & Yves Tumor)","Interlude version made for the SOLARIS show in Newark, New Jersey.
This version has additional guitar but doesn't include Joji's verse.",1:40,,"Jun 16, 2026",Live Ver.,Full,High Quality,Link Needed
Nectar,⭐️ Focus,"OG Filename: Focus - Joji - FR Ruff 2.mp3
OG Filename (Metadata): Focus
Leaked after a groupbuy was completed on May 14th, 2026.",3:18,2019,"May 14, 2026",Throwaway,OG File,CD Quality,Link
Nectar,"Lone Ranger [OG Bounce]
(ref. Trey Campbell) (writ. Trey Campbell)","OG Filename: Joji - Lone Ranger RUFF1.1.mp3
OG Filename (Metadata): Lone Ranger (Trey Campbell Topline)
Original Bounce for ""Lone Ranger"". Leaked as a bonus to a groupbuy on May 14th, 2026.
Encoded by Logic Pro X 10.4.6, which released on July 9th, 2019.",2:42,2019,"May 14, 2026",Demo,OG File,CD Quality,Link
Nectar,⭐️ Bad Feelings [OG Bounce],"OG Filename: Bad Feelings.mp3
A scrapped song that was recorded sometime in 2019. It was bounced again sometime later in 2021, and forceleaked on January 26th, 2024, with the OG file leaking as part of a Groupbuy bonus on May 12th, 2026. It's a pretty different style to a lot of Joji's other work. He also has a rap-like verse on the track as well.",2:48,2019,"May 12, 2026",Throwaway,OG File,CD Quality,Link
Piss In The Wind,"Orin - Train Back Home [V1]
(prod. Orin)
aka. Back Home","OG Filename: ORIN_TRAINBACKHOME_131BPM
Instrumental Demo for ""Back Home"". Originally titled ""Train Back Home""
Previewed on an Instagram Live and TikTok by Orin on May 2nd, 2026.",3:00*,"Aug 25, 2025","May 2, 2026",Beat,Snippet,High Quality,Snippet
Piss In The Wind,"Yeat - Back Home [V2]
(prod. Synthetic, Orin & Gleero)
aka. Train Back Home","OG Filename: (YEAT) BACKHOME 114 SYNTHETIC ORIN GLEERO
Filename for a Demo seen on an Instagram Live / TikTok from Orin. Lucid isn't credited on this version so their production must have been added after Yeat recorded vocals.",,,,Demo,Confirmed,Unavailable,
Nectar,"Swayd [OG File]
(ref. Joji) (prod. BLANDA)","OG Filename: Swayd - joji x blanda [skratch-bnc] 110bpm.mp3
OG Filename (Metadata): Swayd - joji x blanda [skratch-bnc] 110bpm
Mumble demo that first surfaced in a leaked Discord Call with skyupsahl.
Copywritten as a Sketch, which is a fancier way of saying a mumble demo.
OG File was leaked on May 8th, 2026 as a bonus to a groupbuy.
It was encoded in iTunes version 12.9.0.164, which released on September 24th, 2018.",4:30,2018,"Sep 21, 2024",Sketch,OG File,"High Quality
(192kbps)",Link
Piss In The Wind,"Anyma - Beautiful [Instrumental]
(prod. Anyma)","Official Instrumental for ""Beautiful"" by Anyma.",3:35,,"Apr 3, 2026",Instrumental,Full,CD Quality,Link
Head In The Clouds II,"Lovin You [Sessions]
(prod. Aryay)
aka. Loving You","Ableton Sessions for ""Lovin' You"". Leaked after a successful groupbuy for $400.
Includes multiple vocal outtakes.",N/A,"Nov 2, 2018","Mar 29, 2026",Sessions,OG File,Lossless,
Head In The Clouds II,"Lovin' You [Instrumental] [V2]
(prod. Aryay)
aka. Loving You","OG Filename: Loving You - Inst 78 (11.02.18).mp3
Instrumental for ""Lovin' You"".",1:16,"Nov 2, 2018","Mar 29, 2026",Instrumental,OG File,CD Quality,Link
Head In The Clouds II,"Skeletons [Sessions]
(prod. Aryay)","Ableton Sessions for ""Skeletons"". Leaked after a successful groupbuy for $400.
Includes multiple vocal outtakes.",N/A,"Nov 2, 2018","Mar 29, 2026",Sessions,OG File,Lossless,
Head In The Clouds II,"Skeletons [Instrumental] [V1]
(prod. Aryay)","OG Filename: Skeletons instru.mp3
Original Instrumental for ""Skeletons"".",1:43,2018,"Mar 29, 2026",Instrumental,OG File,CD Quality,Link
Head In The Clouds II,"Skeletons [Instrumental] [V2]
(prod. Aryay)","OG Filename: Skeletons - Inst 100 (11.02.18).mp3
Instrumental for ""Skeletons"".",1:16,"Nov 2, 2018","Mar 29, 2026",Instrumental,OG File,CD Quality,Link
Head In The Clouds II,"Skeletons [V1]
(prod. Aryay)","OG Filename: Skeletons - Ref 1 (11.02.18).mp3
Mumble reference for ""Skeletons"" by Joji.
Leaked after a successful groupbuy for the sessions of the 4 mumble tracks for $400.",1:50,"Nov 2, 2018","Sep 21, 2024",Reference,OG File,CD Quality,Link
Head In The Clouds II,"Aryay - Untitled Beat [V1]
(prod. Aryay)
aka. Lovin' You, Loving You","OG Filename: Rock vibes 78 BPM trap drums.wav
Original Beat for ""Lovin' You"".",0:49,,"Mar 29, 2026",Beat,OG File,"Lossless
(2116kbps)",Link
Head In The Clouds II,"Victor [Instrumental] [V1]
(prod. Aryay)","OG Filename: Victor sesh idea 1 73 BPM.mp3
Original Instrumental for ""Victor"".",2:34,2018,"Mar 29, 2026",Instrumental,OG File,CD Quality,Link
Head In The Clouds II,"Victor [Instrumental] [V2]
(prod. Aryay)","OG Filename: Victor Sesh - Inst 73 (11.02.18).mp3
Instrumental for ""Victor Sesh"".",2:18,"Nov 2, 2018","Mar 29, 2026",Instrumental,OG File,CD Quality,Link
Head In The Clouds II,"Victor [Sessions]
(prod. Aryay)","Ableton Sessions for ""Victor Sesh"". Leaked after a successful groupbuy for $400.
Includes multiple vocal outtakes.",N/A,"Nov 2, 2018","Mar 29, 2026",Sessions,OG File,Lossless,
Head In The Clouds II,"Who Made You [Sessions]
(prod. Aryay)
aka. God Complex","Ableton Sessions for ""Who Made You"". Leaked after a successful groupbuy for $400.
Includes multiple vocal outtakes.",N/A,"Nov 2, 2018","Mar 29, 2026",Sessions,OG File,Lossless,
Head In The Clouds II,"Who Made You [Instrumental] [V1]
(prod. Aryay)
aka. Who Made You God, God Complex","OG Filename: Who Made You - Inst 83 (11.02.18).mp3
Instrumental for ""Who Made You"".",1:09,"Nov 2, 2018","Mar 29, 2026",Instrumental,OG File,CD Quality,Link
Head In The Clouds II,"Who Made You God [Instrumental] [V2]
(prod. Aryay)
aka. Who Made You, God Complex","OG Filename: Who made you gd final mix instru 83bpm.wav
OG Filename (Metadata): Who made you gd final mix instru 83bpm
Instrumental for ""Who Made You"". Later used by Anjulie for her song ""God Complex"".",3:02,2018,"Mar 29, 2026",Instrumental,OG File,"Lossless
(2116kbps)",Link
In Tongues (Deluxe),"✨ Will He (SwuM Remix)
(prod. SwuM)","Remix of ""Will He"" by SwuM intended for the deluxe release but went unused.
Snippets were leaked by Datura on November 18th, 2021, but the remix might be fake,
but it's also possible this is the collaboration SwuM teased on Twitter some years back.",2:32,,"Mar 28, 2026",Remix,Full,CD Quality,Link
In Tongues (Deluxe),"✨ Window (Actress Remix)
(prod. Actress)","Remix of ""Window"" that Actress meant to submit. Snippets were leaked by Datura on November 18th, 2021. The ""remix"" on the deluxe version is actually a demo of Actress' own song ""Fire and Light"", which released 2 years later on ""Karma & Desire"". His request to resubmit the file was rejected by 88rising so they could ensure that the deluxe would release on Valentine’s Day. The full remix was leaked by Jae on March 29th, 2026.
The remix ends 2 minutes in, and the rest is just 5 minutes of white noise. Why? No idea.",6:56,,"Mar 29, 2026",Remix,Full,"High Quality
(224kbps)",Link
Nectar,Alone,"A mumble demo currently in circulation. Snippet surfaced on March 28th, 2026.",,,"Mar 28, 2026",Sketch,Snippet,"High Quality
(192kbps)",Link
Nectar,"??? - Ew [V2]
(prod. The Donuts & Bēkon)","Writer's Demo for ""Ew"".",0:11*,,"Dec 4, 2025",Reference,Snippet,"High Quality
(112kbps)",Snippet
In Tongues,"Joji at Boiler Room [Live Set]
(prod. Joji & rei brown)","OG Filename: Joji.mp3
Official Export from Boiler Room made some time after the show.",13:32,"July 10, 2017",2017,Live Set,Full,"High Quality
(256kbps)",Link
BALLADS 1,"Lil Toe - Pipe Down
(prod. Joji) (writ. Lil Toe)","OG Filename: PIPE DOWN 9.wav
OG File for ""PIPE DOWN"" by Lil Toe.",2:09,"Feb 18, 2018","Mar 2, 2026",Original File,OG File,"Lossless
(2116kbps)",Link
Nectar,"Lil Toe - VISA [Original File]
(prod. JXJX)
aka. VISA FREESTYLE","OG Filename: visa freestyle 5 master.m4a
Original File for ""Visa"" by Lil Toe. Uploaded to Lil Toe's SoundCloud.",2:03,"Apr 17, 2019","Mar 2, 2026",Original File,OG File,"High Quality
(109kbps)",Link
BALLADS 1,"⭐️ DYKILY [Bounce 2]
(prod. Joji & BRTHR) (writ. Joji)
aka. DON'T YOU KNOW I LOVE YOU","Filename: Joji - DYKILY (2017 Demo Version).wav
First previewed in the music video for ""Window"" on January 24th, 2018 . Afterwards the song was used as an introduction to many of Joji's live shows. It was later played in full on the ""LOST BALLADS"" VHS tape which also released on YouTube on April 16th, 2019.
The guitar was done by BRTHR, who also did the guitar for ""WANTED U"". (not the solo).
It was suprised dropped on February 9th, 2026 as a bonus track for ""Piss In The Wind"". The copy apart of ""Piss In The Wind"" was exported on January 29th, 2026.",0:58,"Jan 29, 2026","Feb 9, 2026",Demo,OG File,"Lossless
(2304kbps)",Link
Piss In The Wind,"✨ Piece Of You [Teaser]
(feat. Giveon) (prod. Kenny Beats, Ninetyfour, J.Sweet & Sevn Thomas) (writ. Ninetyfour, Joji, Giveon, J.Sweet, Kenny Beats, Lily Kaplan & Sevn Thomas)","Teaser for ""Piece Of You"" uploaded to Joji's newest Bandcamp account.
Uses the ""Wake up, how do you feel?"" audio from some Nectar teasers.
It was deleted immediately after the discovery of the teaser.",0:24,,"Jan 24, 2026",Teaser,Snippet,High Quality,Teaser
Head In The Clouds II,"🗑️ Breathe (TWEEK TUNE Remix)
(prod. TWEEK TUNE)","OG Filename: tweek tune - joji & 88rising - Breath COVER .mp3
Remix of ""Breathe"" by TWEEK TUNE. It's not good tho.",1:48,2020,"Jan 12, 2026",Remix,OG File,"High Quality
(192kbps)",Link
Chloe Burbank Volume 1 [V2],"MISOGI - Untitled
(prod. MISOGI & Joji)
aka. Wonderwall","OG Filename: JOJIsnippet2.mp3
Snippet bounce of the Wonderwall Instrumental produced by MISOGI and Joji.
Uploaded to MISOGI's SoundCloud account on April 13th, 2016.",0:39,"Apr 13, 2016","Jan 9, 2026",Beat,Snippet,"High Quality
(128kbps)",Snippet
Chloe Burbank Volume 1 [V2],"ryanjacob - Untitled [V1]
(feat. Lil West) (prod. ryanjacob & Joji)
aka. Hesitate, LADDER, WANT IT","OG Name: 99 99 ryanjacob x joji.mp3
Lost demo that we only have the filename for after it was deleted.
Very likely it's just an instrumental / beat only version of the one below.
Uploaded to ryanjacob's SoundCloud account on October 15th, 2016.",3:16,2016,,Beat,Confirmed,Unavailable,
Chloe Burbank Volume 1 [V2],"✨ ryanjacob - Untitled [V2]
(feat. Lil West) (prod. ryanjacob & Joji)
aka. Hesitate, LADDER, WANT IT","OG Name: ry joji WEST 2nd vers 99 Bpm B Minor demo.mp3
This version features Lil West, who was scrapped from the song later on.
Uploaded to ryanjacob's SoundCloud account on November 30th, 2016.",3:16,2016,"Jan 9, 2026",Demo,OG File,"CD Quality
(320kbps)",Link
In Tongues,"✨ ryanjacob - Untitled [V3]
(prod. ryanjacob, Joji & MISOGI)
aka. Hesitate, LADDER, WANT IT","OG Name: RYAN X JOJI X MISOGI.mp3
Instrumental Version with production from MISOGI. The bounce is a partial export.
It was privately uploaded to ryanjacob's SoundCloud account on January 3rd, 2017.",1:41,2017,"Jan 9, 2026",Beat,OG File,"CD Quality
(320kbps)",Link
In Tongues,"ryanjacob - LADDER [V4]
(feat. Joji & Nok From the Future)
(prod. ryanjacob, Joji & Nok From the Future)
aka. Hesitate, WANT IT","OG Name: LADDER ft joji + Nok From The Future.mp3
Lost demo that we only have the filename for after it was deleted.
Uploaded to ryanjacob's SoundCloud account on February 28th, 2017.",4:33,2017,,Demo,Confirmed,Unavailable,
In Tongues,"✨ ryanjacob - LADDER [V5]
(prod. ryanjacob & Nok From the Future) (coprod. Joji)
aka. Hesitate, WANT IT","OG Name: Ry tape EP Demo1  Ryan Dylan doing verse1 Nok Demo Outro co prod joji.mp3
The demo was seemingly meant for an EP from ryanjacob at one point.
Uploaded to ryanjacob's SoundCloud account on March 22nd, 2017.",4:33,2017,"Jan 9, 2026",Demo,OG File,"CD Quality
(320kbps)",Link
In Tongues,"ryanjacob - Untitled [V6]
(prod. ryanjacob & Joji)
aka. Hesitate, LADDER, WANT IT","OG Name: Ryjoji99.mp3
Different Instrumental version without Nok From the Future's additions.
Uploaded to ryanjacob's SoundCloud account on April 24th, 2017.",3:14,2017,"Jan 9, 2026",Beat,OG File,"CD Quality
(320kbps)",Link
In Tongues,"ryanjacob - Untitled [V7]
(prod. ryanjacob) (coprod. Y2K & Joji)
aka. Hesitate, LADDER, WANT IT","OG Name: prod ry joji y2k.mp3
Instrumental version with additional production from Y2K.
Uploaded to ryanjacob's SoundCloud account on April 26th, 2017.",2:35,2017,"Jan 9, 2026",Beat,OG File,"CD Quality
(320kbps)",Link
In Tongues,"ryanjacob - Untitled [V8]
(prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. Hesitate, LADDER, WANT IT","OG Name: ryanjacob y2k joji.mp3
Instrumental version with additional production from Y2K.
Uploaded to ryanjacob's SoundCloud account on May 26th, 2017.",2:54,2017,"Jan 9, 2026",Beat,OG File,"CD Quality
(320kbps)",Link
In Tongues,"ryanjacob - Untitled [V9]
(feat. Pritty) (prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. Hesitate, LADDER, WANT IT","OG Name: ""Untitled"" - **** Pritty (Verse1) (PROD. ryanjacob & Y2K co. joji & Dylan Brady)
Uploaded to ryanjacob's SoundCloud account on July 7th, 2017.",2:54,2017,"Jan 9, 2026",Demo,OG File,"CD Quality
(320kbps)",Link
In Tongues,"ryanjacob - WANT IT [V10]
(feat. Kensei Abbot, Pritty & Ricky Anthony)
(prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. Hesitate, LADDER","OG Name: ""WANT IT"" - KENSEI ABBOT, PRITTY & ????
(prod. ryanjacob & Y2K co. joji & Dylan Brady).mp3
This version features Kensai Abbot, who was scrapped from the song.
Uploaded to ryanjacob's SoundCloud account on July 15th, 2017.",2:54,2017,"Jan 9, 2026",Demo,OG File,"CD Quality
(320kbps)",Link
In Tongues,"✨ ryanjacob - WANT IT [V11]
(feat. Kensei Abbot, Pritty & Ricky Anthony)
(prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. Hesitate, LADDER","OG Name: ""WANT IT"" - Kensei Abbot, Pritty & Ricky Anthony
(prod. ryanjacob & Y2K co. joji & Dylan Brady).mp3
This version features Kensai Abbot, who was scrapped from the song.
Uploaded to ryanjacob's SoundCloud account on July 21st, 2017.",2:46,2017,"Jan 9, 2026",Demo,OG File,"CD Quality
(320kbps)",Link
In Tongues,"ryanjacob - Untitled [V12]
(feat. Pritty & Ricky Anthony)
(prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. Hesitate, LADDER, WANT IT","OG Name: *NO HOOK*w/, PRITTY, RICKY ANTHONY
(PROD RYANJACOB & Y2K co. JOJI & DYLAN BRADY)
Lost demo that we only have the filename for after it was deleted.
Uploaded to ryanjacob's SoundCloud account on August 5th, 2017.",2:51,2017,,Demo,Confirmed,Unavailable,
In Tongues,"ryanjacob - Untitled [V13]
(feat. brndn, Pritty & Ricky Anthony)
(prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. Hesitate, LADDER, WANT IT","OG Name: ""  "" w/ Brndn X Pritty X Ricky Prod Ry Ari George Dylan
Lost demo that we only have the filename for after it was deleted.
Uploaded to ryanjacob's SoundCloud account on September 15th, 2017.",2:51,2017,,Demo,Confirmed,Unavailable,
In Tongues,"ryanjacob - Hesitate [V14]
(feat. Pritty, brndn & Ricky Anthony)
(prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. LADDER, WANT IT","OG Name: Hesitate (roughhook splice)Master
Lost demo that we only have the filename for after it was deleted.
Uploaded to ryanjacob's SoundCloud account on September 17th, 2017.",2:48,2017,,Demo,Confirmed,Unavailable,
In Tongues,"ryanjacob - Hesitate [V15]
(feat. Pritty, brndn & Ricky Anthony)
(prod. ryanjacob & Y2K) (coprod. Joji & Dylan Brady)
aka. LADDER, WANT IT","OG Name: ""HESITATE"" - PRITTY, BRNDN ,RICKY ANTHONY
(PROD. RYANJACOB & Y2K co. JOJI & DYLAN BRADY)
Uploaded to ryanjacob's SoundCloud account on September 21st, 2017.",2:51,2017,"Jan 9, 2026",Demo,OG File,"CD Quality
(320kbps)",Link
In Tongues,"✨ MISOGI - Untitled
(feat. Joji) (prod. MISOGI & Joji)","OG Filename: ft joji.mp3
Instrumental by MISOGI that features production from Joji.
Uploaded to MISOGI's SoundCloud account on April 24th, 2017.",1:44,,"Jan 9, 2026",Beat,OG File,"CD Quality
(320kbps)",Link
In Tongues (Deluxe),"Will He (Ryan Hemsworth Remix) [Master] [V1]
(prod. Ryan Hemsworth)","OG Filename: Will He (Ryan Hemsworth Remix).mp3
Remix of ""Will He"" by Ryan Hemsworth. It's the same version but it wasn't a lossless bounce. Uploaded to Ryan Hemsworth's SoundCloud account on January 22nd, 2018. ",2:48,,"Jan 9, 2026",Remix,Full,High Quality,Link
BALLADS 1,"Clams Casino - Bluedawn
(prod. Clams Casino & Thundercat)","OG Name: Bluedawn w/ Thundercat Bass
OG Filename: 3 bluedawn.mp3
Beat uploaded to Clams Casino's SoundCloud account on May 30th, 2018.",3:53,,"Jan 9, 2026",Beat,Full,High Quality,Link
BALLADS 1,"Clams Casino - CRT
(prod. Clams Casino & Thundercat)","OG Name: CRT w/ Thundercat Bass
OG Filename: CRT.mp3
Beat uploaded to Clams Casino's SoundCloud account on May 30th, 2018.",3:42,,"Jan 9, 2026",Beat,Full,High Quality,Link
BALLADS 1,"Clams Casino - Sparkle
(prod. Clams Casino & Thundercat)","OG Name: Sparkle w/ Thundercat Bass
OG Filename: 2 sparkle.mp3
Beat uploaded to Clams Casino's SoundCloud account on May 30th, 2018.",2:55,,"Jan 9, 2026",Beat,Full,High Quality,Link
BALLADS 1,"Clams Casino - The Fire's Alive [V1]
(prod. Clams Casino & Thundercat)","OG Name: The Fire's Alive w/ Thundercat Bass
OG Filename: 4 The Fire's Alive - inst version.mp3
Beat uploaded to Clams Casino's SoundCloud account on May 30th, 2018.",3:06,,"Jan 9, 2026",Beat,Full,High Quality,Link
BALLADS 1,"ryanjacob - Untitled
(prod. ryanjacob)","OG Name: JOJI CHORDs IDEA
Chords from ryanjacob for Joji that was likely never even used by Joji.
Uploaded to ryanjacob's SoundCloud account on December 26th, 2017.",1:25,2017,"Jan 6, 2026",Reference,OG File,"CD Quality
(320kbps)",Link
BALLADS 1,"✨ ryanjacob & riclaflare - Untitled
(prod. ryanjacob & riclaflare)","OG Name: joji_1 Prod ryan x ric
Beat by ryanjacob that was meant for for Joji.
Uploaded to ryanjacob's SoundCloud acount on March 31st, 2018.",2:24,"Mar 31, 2018","Jan 9, 2026",Beat,OG File,"CD Quality
(320kbps)",Link
BALLADS 1,"Ryan Hemsworth - Think About You [V3]
(feat. Joji) (prod. Ryan Hemsworth)
aka. Think About You","OG Filename: Think About You.wav
Demo uploaded to Ryan Hemsworth's SoundCloud on March 20th, 2018.
Possibly bounced on January 31st, 2018 as the SoundCloud URL mentions it.",2:49,"Jan 31, 2018","Jan 9, 2026",Demo,Full,High Quality,Link
BALLADS 1,"Ryan Hemsworth - Think About U [V3]
(feat. Joji) (prod. Ryan Hemsworth)
aka. Think About You","OG Filename: Think About U.wav
Demo uploaded to Ryan Hemsworth's SoundCloud on April 3rd, 2018.",2:49,"Apr 3, 2018","Jan 9, 2026",Demo,Full,High Quality,Link
BALLADS 1,"Ryan Hemsworth - Think About U [V4]
(feat. Joji) (prod. Ryan Hemsworth)
aka. Think About You","OG Filename: Think About U ft. Joji.mp3
Demo uploaded to Ryan Hemsworth's SoundCloud on July 18th, 2018.",2:49,,"Jan 9, 2026",Demo,Full,High Quality,Link
BALLADS 1,"Ryan Hemsworth - Think About U [V5]
(feat. Joji) (prod. Ryan Hemsworth)
aka. Think About You","OG Filename: 11 Think About U (ft. Joji).mp3
Demo uploaded to Ryan Hemsworth's SoundCloud on September 3rd, 2018.",2:49,,"Jan 9, 2026",Demo,Full,High Quality,Link
